fips,state_name,latitude,longtitude,hq_address,hospital_name,hospital_type,hq_city,hq_state
4025.0,Arizona,34.55193,-112.45232,500 N Us Highway 89,Northern Arizona VA Health Care System,VA Hospital,Prescott,AZ
4025.0,Arizona,34.55934330000008,-112.48111259999996,1003 Willow Creek Rd,Yavapai Regional Medical Center - West,Short Term Acute Care Hospital,Prescott,AZ
4025.0,Arizona,34.73572880000006,-112.029221,269 S Candy Ln,Verde Valley Medical Center,Short Term Acute Care Hospital,Cottonwood,AZ
4027.0,Arizona,32.682398800000044,-114.634916,2400 S Avenue A,Yuma Regional Medical Center,Short Term Acute Care Hospital,Yuma,AZ
5001.0,Arkansas,34.51774780000005,-91.55878369999994,1703 N Buerkle St,Baptist Health - Stuttgart,Short Term Acute Care Hospital,Stuttgart,AR
5001.0,Arkansas,34.27961370000003,-91.33815669999996,1641 S Whitehead Dr,DeWitt Hospital & Nursing Home,Critical Access Hospital,De Witt,AR
5003.0,Arkansas,33.13849430000005,-91.93886159999994,1015 Unity Rd,Ashley County Medical Center,Critical Access Hospital,Crossett,AR
5005.0,Arkansas,36.34295020000008,-92.39441849999996,624 Hospital Dr,Baxter Regional Medical Center,Short Term Acute Care Hospital,Mountain Home,AR
5007.0,Arkansas,36.18954280000003,-94.50834809999998,603 N Progress Ave,Siloam Springs Regional Hospital,Short Term Acute Care Hospital,Siloam Springs,AR
5007.0,Arkansas,36.30884780000002,-94.18289629999998,2710 S Rife Medical Ln,Mercy Hospital Northwest Arkansas (FKA Mercy Medical Center),Short Term Acute Care Hospital,Rogers,AR
5007.0,Arkansas,36.408641,-94.45934159999996,1101 Jackson St Sw,Ozarks Community Hospital of Gravette (AKA Ozarks Community Health System),Critical Access Hospital,Gravette,AR
5009.0,Arkansas,36.23656980000004,-93.10882439999996,620 N Main St,North Arkansas Regional Medical Center,Short Term Acute Care Hospital,Harrison,AR
5011.0,Arkansas,33.61077020000005,-92.05913779999996,404 S Bradley St,Bradley County Medical Center,Critical Access Hospital,Warren,AR
5015.0,Arkansas,36.358969900000034,-93.55169789999997,214 Carter St,Mercy Hospital Berryville (FKA St Johns Hospital Berryville),Critical Access Hospital,Berryville,AR
5017.0,Arkansas,33.306322900000055,-91.28955269999994,2729 S Highway 65 82,Chicot Memorial Medical Center,Critical Access Hospital,Lake Village,AR
5019.0,Arkansas,34.122826400000065,-93.08873609999996,3050 Twin Rivers Dr,Baptist Health - Arkadelphia,Critical Access Hospital,Arkadelphia,AR
5021.0,Arkansas,36.3918,-90.2046,1206 Gordon Duckworth Dr,Piggott Community Hospital,Critical Access Hospital,Piggott,AR
5023.0,Arkansas,35.504482,-91.99805919999994,1800 ByPass Rd,Baptist Health - Heber Springs,Critical Access Hospital,Heber Springs,AR
5027.0,Arkansas,33.27425690000007,-93.23918479999998,101 Hospital Dr,Magnolia Regional Medical Center,Short Term Acute Care Hospital,Magnolia,AR
44007.0,Rhode Island,41.83231540000003,-71.43400669999994,830 Chalkstone Ave,Providence VA Medical Center,VA Hospital,Providence,RI
5029.0,Arkansas,35.16795430000008,-92.7213852,4 Hospital Dr,CHI St Vincent Morrilton,Critical Access Hospital,Morrilton,AR
5031.0,Arkansas,35.86686780000008,-90.63670429999996,4800 E Johnson Ave,NEA Baptist Memorial Hospital,Short Term Acute Care Hospital,Jonesboro,AR
5031.0,Arkansas,35.838368,-90.703918,225 E Washington Ave,St Bernards Medical Center,Short Term Acute Care Hospital,Jonesboro,AR
5033.0,Arkansas,35.43517890000004,-94.33868159999996,211 Crawford Memorial Dr,Baptist Health - Van Buren (FKA Sparks Medical Center - Van Buren),Short Term Acute Care Hospital,Van Buren,AR
5037.0,Arkansas,35.219663500000024,-90.78626779999996,310 Falls Blvd S,CrossRidge Community Hospital,Critical Access Hospital,Wynne,AR
5039.0,Arkansas,33.8116,-92.425,201 N Clifton St,Dallas County Medical Center,Critical Access Hospital,Fordyce,AR
5041.0,Arkansas,33.6188,-91.3934,900 S 3rd St,McGehee Hospital (AKA McGehee-Desha County Hospital),Critical Access Hospital,McGehee,AR
5041.0,Arkansas,33.873186900000064,-91.48025659999996,811 Highway 65 S,Delta Memorial Hospital,Critical Access Hospital,Dumas,AR
5043.0,Arkansas,33.60754730000008,-91.81502029999996,778 Scogin Dr,Drew Memorial Health System (FKA Drew Memorial Hospital),Short Term Acute Care Hospital,Monticello,AR
5045.0,Arkansas,35.08598470000004,-92.45766129999998,2302 College Ave,Conway Regional Medical Center,Short Term Acute Care Hospital,Conway,AR
5047.0,Arkansas,35.485691400000064,-93.83348729999994,801 W River St,Mercy Hospital Ozark,Critical Access Hospital,Ozark,AR
5051.0,Arkansas,34.510017,-93.05718949999994,300 Prospect Ave,Levi Hospital (AKA Leo N Levi National Arthritis Hospital),Short Term Acute Care Hospital,Hot Springs,AR
5051.0,Arkansas,34.486004,-93.035211,1910 Malvern Ave,National Park Medical Center,Short Term Acute Care Hospital,Hot Springs,AR
5051.0,Arkansas,34.46817020000003,-93.06631349999998,300 Werner St,CHI St Vincent Hot Springs (FKA Mercy Hospital Hot Springs),Short Term Acute Care Hospital,Hot Springs,AR
5055.0,Arkansas,36.06,-90.5,900 W Kingshwy,Arkansas Methodist Medical Center,Short Term Acute Care Hospital,Paragould,AR
5057.0,Arkansas,33.64909990000007,-93.58689519999996,2001 S Main St,Wadley Regional Medical Center at Hope (FKA Medical Park Hospital),Short Term Acute Care Hospital,Hope,AR
5059.0,Arkansas,34.35878930000007,-92.785668,1001 Schneider Dr,Baptist Health - Hot Spring County (FKA Hot Spring County Medical Center),Short Term Acute Care Hospital,Malvern,AR
45019.0,South Carolina,32.78411970000008,-79.95406889999998,109 Bee St,Ralph H Johnson VA Medical Center,VA Hospital,Charleston,SC
5061.0,Arkansas,33.94955780000004,-93.88054819999996,130 Medical Cir,Howard Memorial Hospital,Critical Access Hospital,Nashville,AR
5063.0,Arkansas,35.767669700000056,-91.63433269999996,1710 Harrison St,White River Medical Center,Short Term Acute Care Hospital,Batesville,AR
5069.0,Arkansas,34.188636,-92.01767639999996,1600 W 40th Ave,Jefferson Regional Medical Center,Short Term Acute Care Hospital,Pine Bluff,AR
5071.0,Arkansas,35.4643,-93.4449,1100 E Poplar St,Johnson Regional Medical Center,Short Term Acute Care Hospital,Clarksville,AR
5075.0,Arkansas,36.0747,-90.9688,1309 W Main St,Lawrence Memorial Hospital,Critical Access Hospital,Walnut Ridge,AR
5083.0,Arkansas,35.28921320000006,-93.7248661,500 E Academy St,Mercy Hospital Paris (FKA North Logan Mercy Hospital),Critical Access Hospital,Paris,AR
5083.0,Arkansas,35.14044350000006,-93.934819,880 W Main St,Mercy Hospital Booneville (FKA Booneville Community Hospital),Critical Access Hospital,Booneville,AR
5093.0,Arkansas,35.69986350000005,-89.97562419999997,611 W Lee Ave,South Mississippi County Regional Medical Center,Critical Access Hospital,Osceola,AR
5093.0,Arkansas,35.942244,-89.9188352,1520 N Division St,Great River Medical Center,Short Term Acute Care Hospital,Blytheville,AR
5103.0,Arkansas,33.57586440000006,-92.83626019999996,638 California Ave Sw,Ouachita County Medical Center,Short Term Acute Care Hospital,Camden,AR
5107.0,Arkansas,34.51021910000003,-90.62717929999997,1801 Martin Luther King Jr Dr,Helena Regional Medical Center,Short Term Acute Care Hospital,Helena,AR
5113.0,Arkansas,34.58918750000004,-94.22164209999994,311 Morrow St N,Mena Regional Health System,Short Term Acute Care Hospital,Mena,AR
5115.0,Arkansas,35.28319,-93.149218,1808 W Main St,St Marys Regional Medical Center (AKA Saint Marys Regional Health System),Short Term Acute Care Hospital,Russellville,AR
5119.0,Arkansas,34.783804400000065,-92.2229774,3333 Springhill Dr,Baptist Health - North Little Rock,Short Term Acute Care Hospital,North Little Rock,AR
5119.0,Arkansas,34.748863,-92.32121779999994,4301 W Markham St,University of Arkansas for Medical Sciences Medical Center (AKA UAMS),Short Term Acute Care Hospital,Little Rock,AR
5119.0,Arkansas,34.749804,-92.33959689999996,2 Saint Vincent Cir,CHI St Vincent Infirmary,Short Term Acute Care Hospital,Little Rock,AR
5119.0,Arkansas,34.74636760000004,-92.32046749999996,4300 W 7th St,Central Arkansas Veterans Healthcare System - John L McClellan Memorial Veterans Hospital,VA Hospital,Little Rock,AR
5119.0,Arkansas,34.744562200000075,-92.381458,9601 Baptist Health Dr,Baptist Health - Little Rock,Short Term Acute Care Hospital,Little Rock,AR
5119.0,Arkansas,34.800302300000055,-92.34909319999996,5201 Northshore Dr,Arkansas Surgical Hospital,Short Term Acute Care Hospital,North Little Rock,AR
5119.0,Arkansas,34.73906750000003,-92.39330609999996,1701 S Shackleford Rd,Arkansas Heart Hospital,Short Term Acute Care Hospital,Little Rock,AR
5119.0,Arkansas,34.813402300000064,-92.20912419999996,2215 Wildwood Ave,CHI St Vincent North,Short Term Acute Care Hospital,Sherwood,AR
5119.0,Arkansas,34.74294960000003,-92.29296849999996,1 Childrens Way,Arkansas Childrens Hospital,Childrens Hospital,Little Rock,AR
5121.0,Arkansas,36.29004520000007,-90.9974883,2801 Medical Center Dr,St Bernards Five Rivers (FKA Five Rivers Medical Center),Short Term Acute Care Hospital,Pocahontas,AR
5123.0,Arkansas,35.026145100000065,-90.77901819999994,1601 New Castle Rd,Forrest City Medical Center,Short Term Acute Care Hospital,Forrest City,AR
5125.0,Arkansas,34.573828400000025,-92.58556309999994,1 Medical Park Dr,Saline Memorial Hospital,Short Term Acute Care Hospital,Benton,AR
5127.0,Arkansas,34.8968,-94.1074,1341 W 6th St,Mercy Hospital Waldron (FKA Mercy Hospital Scott County),Critical Access Hospital,Waldron,AR
5131.0,Arkansas,35.374113600000044,-94.419774,1001 Towson Ave,Baptist Health - Fort Smith (FKA Sparks Regional Medical Center),Short Term Acute Care Hospital,Fort Smith,AR
5131.0,Arkansas,35.355797100000075,-94.3526657,7301 Rogers Ave,Mercy Hospital Fort Smith (FKA St Edward Mercy Medical Center),Short Term Acute Care Hospital,Fort Smith,AR
5137.0,Arkansas,35.85672310000007,-92.08295879999996,2106 E Main St,Stone County Medical Center,Critical Access Hospital,Mountain View,AR
5139.0,Arkansas,33.2183,-92.6722,700 W Grove St,Medical Center of South Arkansas,Short Term Acute Care Hospital,El Dorado,AR
5141.0,Arkansas,35.559199,-92.452208,2500 Highway 65 S,Ozark Health Medical Center,Critical Access Hospital,Clinton,AR
5143.0,Arkansas,36.07739820000006,-94.15693059999997,1100 N College Ave,Veterans Health Care System of the Ozarks (AKA Fayetteville VA Medical Center),VA Hospital,Fayetteville,AR
5143.0,Arkansas,36.12152040000007,-94.13418449999996,3873 N Parkview Dr,Northwest Health Physicians Specialty Hospital,Short Term Acute Care Hospital,Fayetteville,AR
5143.0,Arkansas,36.18013970000004,-94.13682289999996,609 W Maple Ave,Northwest Medical Center - Springdale,Short Term Acute Care Hospital,Springdale,AR
5143.0,Arkansas,36.10920310000006,-94.15953459999996,3215 N Northhills Blvd,Washington Regional Medical Center,Short Term Acute Care Hospital,Fayetteville,AR
5145.0,Arkansas,35.25068780000004,-91.69233329999996,3214 E Race Ave,Unity Health - White County Medical Center,Short Term Acute Care Hospital,Searcy,AR
5149.0,Arkansas,35.05454560000004,-93.388009,719 Detroit Ave,John Ed Chambers Memorial Hospital,Short Term Acute Care Hospital,Danville,AR
5149.0,Arkansas,35.2202,-93.1565,200 N 3rd St,Dardanelle Regional Medical Center (FKA River Valley Medical Center),Critical Access Hospital,Dardanelle,AR
6001.0,California,37.63367780000005,-122.08854839999998,27200 Calaroga Ave,St Rose Hospital,Short Term Acute Care Hospital,Hayward,CA
6001.0,California,37.821677,-122.26308459999996,350 Hawthorne Ave,Alta Bates Summit Medical Center - Summit Campus,Short Term Acute Care Hospital,Oakland,CA
6001.0,California,37.71223620000006,-122.14335239999996,13855 E 14th St,San Leandro Hospital,Short Term Acute Care Hospital,San Leandro,CA
6001.0,California,37.55726,-121.97976039999998,2000 Mowry Ave,Washington Hospital,Short Term Acute Care Hospital,Fremont,CA
6001.0,California,37.76278060000004,-122.25349109999996,2070 Clinton Ave,Alameda Hospital,Short Term Acute Care Hospital,Alameda,CA
6001.0,California,37.69339460000003,-121.88034169999996,5555 W Las Positas Blvd,Stanford Health Care - ValleyCare Medical Center,Short Term Acute Care Hospital,Pleasanton,CA
6001.0,California,37.85562790000006,-122.25750139999997,2450 Ashby Ave,Alta Bates Summit Medical Center - Alta Bates Campus,Short Term Acute Care Hospital,Berkeley,CA
6001.0,California,37.823492300000055,-122.25812179999996,3600 Broadway,Kaiser Permanente - Oakland Medical Center,Short Term Acute Care Hospital,Oakland,CA
6001.0,California,37.69834050000003,-122.08969149999996,20103 Lake Chabot Rd,Eden Medical Center,Short Term Acute Care Hospital,Castro Valley,CA
6005.0,California,38.35048260000008,-120.764465,200 Mission Blvd,Sutter Amador Hospital,Short Term Acute Care Hospital,Jackson,CA
6007.0,California,39.74258670000006,-121.849727,1531 Esplanade,Enloe Medical Center,Short Term Acute Care Hospital,Chico,CA
6007.0,California,39.50625970000005,-121.54109279999994,2767 Olive Hwy,Oroville Hospital,Short Term Acute Care Hospital,Oroville,CA
6009.0,California,38.190076100000056,-120.6706256,768 Mountain Ranch Rd,Mark Twain Medical Center,Critical Access Hospital,San Andreas,CA
6011.0,California,39.20630060000008,-122.00071449999996,199 E Webster St,Colusa Regional Medical Center,Short Term Acute Care Hospital,Colusa,CA
6013.0,California,37.98289960000005,-122.03375649999998,2540 East St,John Muir Health - Concord Medical Center,Short Term Acute Care Hospital,Concord,CA
6013.0,California,37.982759300000055,-121.8029656,3901 Lone Tree Way,Sutter Delta Medical Center,Short Term Acute Care Hospital,Antioch,CA
6013.0,California,37.77597050000003,-121.95824259999996,6001 Norris Canyon Rd,San Ramon Regional Medical Center,Short Term Acute Care Hospital,San Ramon,CA
6013.0,California,37.95084180000004,-121.77492859999997,4501 Sand Creek Rd,Kaiser Permanente - Antioch Medical Center,Short Term Acute Care Hospital,Antioch,CA
6013.0,California,38.006764,-122.13279369999998,2500 Alhambra Ave,Contra Costa Regional Medical Center,Short Term Acute Care Hospital,Martinez,CA
6013.0,California,37.89143680000007,-122.05894179999996,1425 S Main St,Kaiser Permanente - Walnut Creek Medical Center,Short Term Acute Care Hospital,Walnut Creek,CA
6013.0,California,37.91287690000007,-122.04094979999996,1601 Ygnacio Valley Rd,John Muir Health - Walnut Creek Medical Center,Short Term Acute Care Hospital,Walnut Creek,CA
6015.0,California,41.77365880000008,-124.19424689999994,800 E Washington Blvd,Sutter Coast Hospital,Short Term Acute Care Hospital,Crescent City,CA
6017.0,California,38.72467,-120.79165009999996,1100 Marshall Way,Marshall Medical Center,Short Term Acute Care Hospital,Placerville,CA
6017.0,California,38.91165310000008,-119.99780909999998,2170 South Ave,Barton Memorial Hospital (AKA Barton Health),Short Term Acute Care Hospital,South Lake Tahoe,CA
6019.0,California,36.60807870000008,-119.4517641,372 W Cypress Ave,Adventist Health Reedley,Short Term Acute Care Hospital,Reedley,CA
6019.0,California,36.742835,-119.78485429999996,2823 Fresno St,Community Regional Medical Center,Short Term Acute Care Hospital,Fresno,CA
6019.0,California,36.835202200000026,-119.76552779999996,1303 E Herndon Ave,Saint Agnes Medical Center,Short Term Acute Care Hospital,Fresno,CA
6019.0,California,36.83904290000004,-119.660354,2755 Herndon Ave,Clovis Community Medical Center,Short Term Acute Care Hospital,Clovis,CA
6019.0,California,36.82484590000007,-119.78191439999996,6125 N Fresno St,Fresno Surgical Hospital,Short Term Acute Care Hospital,Fresno,CA
6019.0,California,36.84243310000005,-119.780467,7300 N Fresno St,Kaiser Permanente - Fresno Medical Center,Short Term Acute Care Hospital,Fresno,CA
6019.0,California,36.85991530000007,-119.7887439,15 E Audubon Dr,Fresno Heart & Surgical Hospital,Short Term Acute Care Hospital,Fresno,CA
6021.0,California,39.52132080000007,-122.20804629999998,1133 W Sycamore St,Glenn Medical Center,Critical Access Hospital,Willows,CA
6023.0,California,40.10164150000003,-123.79224069999998,733 Cedar St,Jerold Phelps Community Hospital,Critical Access Hospital,Garberville,CA
6023.0,California,40.58273440000005,-124.1362107,3300 Renner Dr,Redwood Memorial Hospital,Critical Access Hospital,Fortuna,CA
6023.0,California,40.89633610000004,-124.09167069999997,3800 Janes Rd,Mad River Community Hospital,Short Term Acute Care Hospital,Arcata,CA
6023.0,California,40.78401570000005,-124.14237859999996,2700 Dolbeer St,St Joseph Hospital - Eureka,Short Term Acute Care Hospital,Eureka,CA
54003.0,West Virginia,39.41421290000005,-77.91143849999997,510 Butler Ave,Martinsburg VA Medical Center,VA Hospital,Martinsburg,WV
6025.0,California,32.78043330000003,-115.568571,1415 Ross Ave,El Centro Regional Medical Center,Short Term Acute Care Hospital,El Centro,CA
6025.0,California,32.95911250000006,-115.55390659999996,207 W Legion Rd,Pioneers Memorial Hospital (AKA Pioneers Memorial Healthcare District),Short Term Acute Care Hospital,Brawley,CA
6027.0,California,36.60905390000005,-118.05785289999994,501 E Locust St,Southern Inyo Hospital (AKA Southern Inyo Healthcare District),Critical Access Hospital,Lone Pine,CA
6027.0,California,37.36218260000004,-118.40715219999998,150 Pioneer Ln,Northern Inyo Hospital,Critical Access Hospital,Bishop,CA
6029.0,California,35.635214,-118.40601969999994,6412 Laurel Ave,Kern Valley Healthcare District,Critical Access Hospital,Lake Isabella,CA
6029.0,California,35.147446,-118.4504419,1100 Magellan Dr,Adventist Health Tehachapi Valley (FKA Tehachapi Hospital),Critical Access Hospital,Tehachapi,CA
6029.0,California,35.38293470000008,-118.97053309999995,1700 Mount Vernon Ave,Kern Medical (FKA Kern Medical Center),Short Term Acute Care Hospital,Bakersfield,CA
6029.0,California,35.37278470000007,-119.02764259999998,2215 Truxtun Ave,Mercy Hospital Downtown - Bakersfield,Short Term Acute Care Hospital,Bakersfield,CA
6029.0,California,35.351561100000026,-119.05762979999996,901 Olive Dr,Good Samaritan Hospital,Short Term Acute Care Hospital,Bakersfield,CA
6029.0,California,35.76228540000005,-119.23925189999994,1401 Garces Hwy,Delano Regional Medical Center (AKA Adventist Health Delano),Short Term Acute Care Hospital,Delano,CA
6029.0,California,35.38470810000007,-119.03991709999995,3001 Sillect Ave,Bakersfield Heart Hospital,Short Term Acute Care Hospital,Bakersfield,CA
6029.0,California,35.64086,-117.671187,1081 N China Lake Blvd,Ridgecrest Regional Hospital,Critical Access Hospital,Ridgecrest,CA
6029.0,California,35.38337440000004,-119.0206543,2615 Chester Ave,Adventist Health Bakersfield (FKA San Joaquin Community Hospital),Short Term Acute Care Hospital,Bakersfield,CA
